student_id,event_timestamp,target,programming,database,problem_solving,communication,cloud_computing,teamwork,aptitude,industry_programming_requirement,industry_database_requirement,industry_problem_solving_requirement,industry_communication_requirement,industry_cloud_computing_requirement,industry_teamwork_requirement,industry_aptitude_requirement,programming_gap,database_gap,problem_solving_gap,communication_gap,cloud_computing_gap,teamwork_gap,aptitude_gap,technical_skill_avg,industry_requirement_avg,calculated_skill_gap,requirement_difference
CSE2611918,2026-08-02 07:57:00+00:00,Medium,4,4,2,4,1,3,2,4,4,4,4,4,5,4,0,0,2,0,3,2,2,2.857142857142857,4.142857142857143,1.2857142857142858,1.285714285714286
CSE2611919,2026-08-02 07:58:00+00:00,Medium,3,4,5,2,3,3,3,5,4,5,4,4,5,3,2,0,0,2,1,2,0,3.2857142857142856,4.285714285714286,1.0,1.0
CSE2611920,2026-08-02 07:59:00+00:00,Low,1,5,3,5,3,4,3,3,4,4,5,4,4,3,2,0,1,0,1,0,0,3.4285714285714284,3.857142857142857,0.5714285714285714,0.4285714285714288
CSE2611921,2026-08-02 08:00:00+00:00,Medium,5,4,3,2,2,4,3,3,4,4,4,4,4,4,0,0,1,2,2,0,1,3.2857142857142856,3.857142857142857,0.8571428571428571,0.5714285714285716
CSE2611922,2026-08-02 08:01:00+00:00,Medium,3,3,1,4,3,4,2,3,4,4,5,5,4,5,0,1,3,1,2,0,3,2.857142857142857,4.285714285714286,1.4285714285714286,1.4285714285714284
CSE2611923,2026-08-02 08:02:00+00:00,Medium,3,3,5,4,5,4,2,5,5,5,3,4,5,4,2,2,0,0,0,1,2,3.7142857142857144,4.428571428571429,1.0,0.7142857142857144
CSE2611924,2026-08-02 08:03:00+00:00,High,4,3,3,4,2,3,3,3,5,4,5,5,5,5,0,2,1,1,3,2,2,3.142857142857143,4.571428571428571,1.5714285714285714,1.4285714285714284
CSE2611925,2026-08-02 08:04:00+00:00,Low,4,5,5,5,3,4,5,5,5,4,4,4,3,5,1,0,0,0,1,0,0,4.428571428571429,4.285714285714286,0.2857142857142857,-0.14285714285714324
CSE2611926,2026-08-02 08:05:00+00:00,Medium,4,3,4,4,3,4,2,4,4,5,5,4,5,5,0,1,1,1,1,1,3,3.4285714285714284,4.571428571428571,1.1428571428571428,1.1428571428571428
CSE2611927,2026-08-02 08:06:00+00:00,Low,4,4,3,3,5,2,3,4,4,3,4,4,4,4,0,0,0,1,0,2,1,3.4285714285714284,3.857142857142857,0.5714285714285714,0.4285714285714288
CSE2611928,2026-08-02 08:07:00+00:00,Medium,1,5,2,3,4,3,4,4,3,5,3,4,4,5,3,0,3,0,0,1,1,3.142857142857143,4.0,1.1428571428571428,0.8571428571428572
CSE2611929,2026-08-02 08:08:00+00:00,Medium,4,2,3,4,3,2,2,5,4,3,4,4,4,5,1,2,0,0,1,2,3,2.857142857142857,4.142857142857143,1.2857142857142858,1.285714285714286
CSE2611930,2026-08-02 08:09:00+00:00,Low,4,1,3,4,3,3,4,3,4,4,4,3,3,3,0,3,1,0,0,0,0,3.142857142857143,3.4285714285714284,0.5714285714285714,0.2857142857142856
CSE2611931,2026-08-02 08:10:00+00:00,High,3,2,1,3,4,3,3,5,4,5,4,4,5,4,2,2,4,1,0,2,1,2.7142857142857144,4.428571428571429,1.7142857142857142,1.7142857142857144
CSE2611932,2026-08-02 08:11:00+00:00,Medium,2,4,3,3,4,3,1,4,4,4,3,5,4,4,2,0,1,0,1,1,3,2.857142857142857,4.0,1.1428571428571428,1.1428571428571428
CSE2611933,2026-08-02 08:12:00+00:00,Medium,4,5,2,2,3,3,3,5,3,3,5,4,4,4,1,0,1,3,1,1,1,3.142857142857143,4.0,1.1428571428571428,0.8571428571428572
CSE2611934,2026-08-02 08:13:00+00:00,Low,4,4,5,4,3,3,3,5,4,4,4,3,4,3,1,0,0,0,0,1,0,3.7142857142857144,3.857142857142857,0.2857142857142857,0.1428571428571428
CSE2611935,2026-08-02 08:14:00+00:00,Low,4,4,4,3,3,3,3,4,4,4,4,3,4,4,0,0,0,1,0,1,1,3.4285714285714284,3.857142857142857,0.42857142857142855,0.4285714285714288
CSE2611936,2026-08-02 08:15:00+00:00,High,3,3,4,1,3,1,4,5,5,4,4,4,4,4,2,2,0,3,1,3,0,2.7142857142857144,4.285714285714286,1.5714285714285714,1.5714285714285712
CSE2611937,2026-08-02 08:16:00+00:00,Medium,3,1,4,4,5,3,3,5,5,4,3,4,5,5,2,4,0,0,0,2,2,3.2857142857142856,4.428571428571429,1.4285714285714286,1.1428571428571432
CSE2611938,2026-08-02 08:17:00+00:00,High,4,3,1,3,3,2,3,5,4,4,3,5,5,4,1,1,3,0,2,3,1,2.7142857142857144,4.285714285714286,1.5714285714285714,1.5714285714285712
CSE2611939,2026-08-02 08:18:00+00:00,Medium,1,4,4,3,4,1,2,4,3,4,4,4,4,5,3,0,0,1,0,3,3,2.7142857142857144,4.0,1.4285714285714286,1.2857142857142856
CSE2611940,2026-08-02 08:19:00+00:00,Medium,4,3,4,2,1,1,4,3,4,4,5,5,3,4,0,1,0,3,4,2,0,2.7142857142857144,4.0,1.4285714285714286,1.2857142857142856
CSE2611941,2026-08-02 08:20:00+00:00,Medium,3,4,3,4,3,3,4,5,3,4,5,5,4,4,2,0,1,1,2,1,0,3.4285714285714284,4.285714285714286,1.0,0.8571428571428572
CSE2611942,2026-08-02 08:21:00+00:00,High,2,2,3,4,3,1,3,4,5,5,4,4,4,4,2,3,2,0,1,3,1,2.5714285714285716,4.285714285714286,1.7142857142857142,1.714285714285714
CSE2611943,2026-08-02 08:22:00+00:00,Medium,2,3,4,3,4,4,5,5,5,4,4,4,4,5,3,2,0,1,0,0,0,3.5714285714285716,4.428571428571429,0.8571428571428571,0.8571428571428572
CSE2611944,2026-08-02 08:23:00+00:00,Medium,4,2,4,3,3,3,3,5,5,5,4,3,4,3,1,3,1,1,0,1,0,3.142857142857143,4.142857142857143,1.0,1.0000000000000004
CSE2611945,2026-08-02 08:24:00+00:00,Medium,1,5,3,3,2,5,4,4,4,4,4,5,4,4,3,0,1,1,3,0,0,3.2857142857142856,4.142857142857143,1.1428571428571428,0.8571428571428577
CSE2611946,2026-08-02 08:25:00+00:00,High,1,5,4,1,3,2,2,4,4,4,5,4,4,4,3,0,0,4,1,2,2,2.5714285714285716,4.142857142857143,1.7142857142857142,1.5714285714285716
CSE2611947,2026-08-02 08:26:00+00:00,Low,3,4,3,3,4,3,4,3,4,5,3,5,5,4,0,0,2,0,1,2,0,3.4285714285714284,4.142857142857143,0.7142857142857143,0.7142857142857149
CSE2611948,2026-08-02 08:27:00+00:00,Medium,1,3,2,3,3,3,4,5,3,4,3,4,4,3,4,0,2,0,1,1,0,2.7142857142857144,3.7142857142857144,1.1428571428571428,1.0
CSE2611949,2026-08-02 08:28:00+00:00,Medium,4,4,4,5,2,4,2,4,5,5,5,4,4,4,0,1,1,0,2,0,2,3.5714285714285716,4.428571428571429,0.8571428571428571,0.8571428571428572
CSE2611950,2026-08-02 08:29:00+00:00,High,1,3,3,3,2,1,3,4,3,5,3,4,5,4,3,0,2,0,2,4,1,2.2857142857142856,4.0,1.7142857142857142,1.7142857142857144
CSE2611951,2026-08-02 08:30:00+00:00,Medium,4,3,3,4,4,5,2,4,5,5,4,4,4,4,0,2,2,0,0,0,2,3.5714285714285716,4.285714285714286,0.8571428571428571,0.714285714285714
CSE2611952,2026-08-02 08:31:00+00:00,Medium,4,3,3,4,4,3,3,4,4,5,4,4,4,5,0,1,2,0,0,1,2,3.4285714285714284,4.285714285714286,0.8571428571428571,0.8571428571428572
CSE2611953,2026-08-02 08:32:00+00:00,Low,5,4,4,4,3,1,4,4,4,5,3,3,4,4,0,0,1,0,0,3,0,3.5714285714285716,3.857142857142857,0.5714285714285714,0.2857142857142856
CSE2611954,2026-08-02 08:33:00+00:00,Low,5,5,4,2,3,2,3,4,3,4,3,3,4,3,0,0,0,1,0,2,0,3.4285714285714284,3.4285714285714284,0.42857142857142855,0.0
CSE2611955,2026-08-02 08:34:00+00:00,Low,3,3,3,5,3,4,4,3,5,4,4,4,4,4,0,2,1,0,1,0,0,3.5714285714285716,4.0,0.5714285714285714,0.4285714285714284
CSE2611956,2026-08-02 08:35:00+00:00,High,2,3,3,2,3,1,4,4,5,5,4,4,4,3,2,2,2,2,1,3,0,2.5714285714285716,4.142857142857143,1.7142857142857142,1.5714285714285716
CSE2611957,2026-08-02 08:36:00+00:00,Medium,3,3,4,3,1,4,3,4,4,4,3,5,5,5,1,1,0,0,4,1,2,3.0,4.285714285714286,1.2857142857142858,1.2857142857142856
CSE2611958,2026-08-02 08:37:00+00:00,Medium,3,3,3,2,5,3,2,4,4,4,5,4,4,4,1,1,1,3,0,1,2,3.0,4.142857142857143,1.2857142857142858,1.1428571428571432
CSE2611959,2026-08-02 08:38:00+00:00,Medium,3,4,4,4,4,1,4,3,5,4,3,4,5,5,0,1,0,0,0,4,1,3.4285714285714284,4.142857142857143,0.8571428571428571,0.7142857142857149
CSE2611960,2026-08-02 08:39:00+00:00,Medium,3,2,4,4,2,3,3,5,4,3,4,4,4,4,2,2,0,0,2,1,1,3.0,4.0,1.1428571428571428,1.0
CSE2611961,2026-08-02 08:40:00+00:00,Medium,3,4,3,3,2,3,3,4,4,4,4,3,5,4,1,0,1,1,1,2,1,3.0,4.0,1.0,1.0
CSE2611962,2026-08-02 08:41:00+00:00,High,1,3,2,3,4,1,3,4,4,4,4,4,4,4,3,1,2,1,0,3,1,2.4285714285714284,4.0,1.5714285714285714,1.5714285714285716
CSE2611963,2026-08-02 08:42:00+00:00,Medium,2,4,3,3,4,4,4,4,5,5,5,5,4,3,2,1,2,2,1,0,0,3.4285714285714284,4.428571428571429,1.1428571428571428,1.0000000000000004
CSE2611964,2026-08-02 08:43:00+00:00,Low,2,1,5,5,3,5,4,4,4,4,4,3,5,4,2,3,0,0,0,0,0,3.5714285714285716,4.0,0.7142857142857143,0.4285714285714284
CSE2611965,2026-08-02 08:44:00+00:00,Medium,4,3,1,4,2,3,5,4,5,3,4,5,4,3,0,2,2,0,3,1,0,3.142857142857143,4.0,1.1428571428571428,0.8571428571428572
CSE2611966,2026-08-02 08:45:00+00:00,Medium,2,5,3,3,3,3,3,3,4,4,5,4,5,4,1,0,1,2,1,2,1,3.142857142857143,4.142857142857143,1.1428571428571428,1.0000000000000004
CSE2611967,2026-08-02 08:46:00+00:00,Low,4,3,4,5,4,3,3,5,4,5,5,4,3,4,1,1,1,0,0,0,1,3.7142857142857144,4.285714285714286,0.5714285714285714,0.5714285714285712
CSE2611968,2026-08-02 08:47:00+00:00,High,4,3,3,2,2,2,2,5,4,5,4,4,4,4,1,1,2,2,2,2,2,2.5714285714285716,4.285714285714286,1.7142857142857142,1.714285714285714
CSE2611969,2026-08-02 08:48:00+00:00,Medium,3,5,2,2,4,3,3,5,4,5,4,4,5,4,2,0,3,2,0,2,1,3.142857142857143,4.428571428571429,1.4285714285714286,1.285714285714286
CSE2611970,2026-08-02 08:49:00+00:00,Low,3,4,5,3,5,4,3,5,4,4,4,4,3,5,2,0,0,1,0,0,2,3.857142857142857,4.142857142857143,0.7142857142857143,0.28571428571428603
CSE2611971,2026-08-02 08:50:00+00:00,High,2,3,3,2,3,2,3,5,4,4,4,4,4,4,3,1,1,2,1,2,1,2.5714285714285716,4.142857142857143,1.5714285714285714,1.5714285714285716
CSE2611972,2026-08-02 08:51:00+00:00,Medium,4,2,1,2,4,3,4,3,3,4,5,3,4,5,0,1,3,3,0,1,1,2.857142857142857,3.857142857142857,1.2857142857142858,1.0
CSE2611973,2026-08-02 08:52:00+00:00,Medium,3,3,2,2,3,2,3,3,4,5,4,4,4,4,0,1,3,2,1,2,1,2.5714285714285716,4.0,1.4285714285714286,1.4285714285714284
CSE2611974,2026-08-02 08:53:00+00:00,Medium,2,5,3,5,4,3,5,4,3,5,4,4,5,4,2,0,2,0,0,2,0,3.857142857142857,4.142857142857143,0.8571428571428571,0.28571428571428603
CSE2611975,2026-08-02 08:54:00+00:00,High,1,1,3,3,2,5,3,4,4,5,5,4,3,4,3,3,2,2,2,0,1,2.5714285714285716,4.142857142857143,1.8571428571428572,1.5714285714285716
CSE2611976,2026-08-02 08:55:00+00:00,Low,4,3,3,3,4,3,3,4,3,5,5,4,4,3,0,0,2,2,0,1,0,3.2857142857142856,4.0,0.7142857142857143,0.7142857142857144
CSE2611977,2026-08-02 08:56:00+00:00,Low,4,4,4,3,3,4,3,3,4,5,4,4,5,4,0,0,1,1,1,1,1,3.5714285714285716,4.142857142857143,0.7142857142857143,0.5714285714285716
CSE2611978,2026-08-02 08:57:00+00:00,Low,3,4,5,3,2,4,5,4,5,5,4,4,4,5,1,1,0,1,2,0,0,3.7142857142857144,4.428571428571429,0.7142857142857143,0.7142857142857144
CSE2611979,2026-08-02 08:58:00+00:00,Medium,1,2,4,1,4,4,4,3,4,4,4,5,4,4,2,2,0,3,1,0,0,2.857142857142857,4.0,1.1428571428571428,1.1428571428571428
CSE2611980,2026-08-02 08:59:00+00:00,Medium,3,4,4,3,1,3,2,5,5,4,4,4,4,4,2,1,0,1,3,1,2,2.857142857142857,4.285714285714286,1.4285714285714286,1.4285714285714284
CSE2611981,2026-08-02 09:00:00+00:00,Medium,2,4,3,3,3,5,1,3,3,4,4,5,4,4,1,0,1,1,2,0,3,3.0,3.857142857142857,1.1428571428571428,0.8571428571428572
CSE2611982,2026-08-02 09:01:00+00:00,Low,4,2,2,5,4,4,2,3,4,3,4,4,4,4,0,2,1,0,0,0,2,3.2857142857142856,3.7142857142857144,0.7142857142857143,0.4285714285714288
CSE2611983,2026-08-02 09:02:00+00:00,Medium,4,4,3,4,4,3,3,4,5,4,4,5,4,5,0,1,1,0,1,1,2,3.5714285714285716,4.428571428571429,0.8571428571428571,0.8571428571428572
CSE2611984,2026-08-02 09:03:00+00:00,Medium,3,5,3,3,3,2,1,4,5,4,3,4,4,5,1,0,1,0,1,2,4,2.857142857142857,4.142857142857143,1.2857142857142858,1.285714285714286
CSE2611985,2026-08-02 09:04:00+00:00,Medium,5,1,4,3,2,4,2,5,5,4,5,5,4,3,0,4,0,2,3,0,1,3.0,4.428571428571429,1.4285714285714286,1.4285714285714288
CSE2611986,2026-08-02 09:05:00+00:00,High,2,3,3,3,2,2,3,4,3,5,4,4,4,5,2,0,2,1,2,2,2,2.5714285714285716,4.142857142857143,1.5714285714285714,1.5714285714285716
CSE2611987,2026-08-02 09:06:00+00:00,Medium,4,2,4,3,2,3,3,4,5,4,3,5,4,5,0,3,0,0,3,1,2,3.0,4.285714285714286,1.2857142857142858,1.2857142857142856
CSE2611988,2026-08-02 09:07:00+00:00,Medium,2,4,3,3,3,2,5,5,5,4,5,4,4,4,3,1,1,2,1,2,0,3.142857142857143,4.428571428571429,1.4285714285714286,1.285714285714286
CSE2611989,2026-08-02 09:08:00+00:00,Medium,3,4,3,3,3,1,1,4,4,3,5,4,4,3,1,0,0,2,1,3,2,2.5714285714285716,3.857142857142857,1.2857142857142858,1.2857142857142856
CSE2611990,2026-08-02 09:09:00+00:00,Low,3,5,3,2,4,4,3,4,3,4,3,4,5,4,1,0,1,1,0,1,1,3.4285714285714284,3.857142857142857,0.7142857142857143,0.4285714285714288
CSE2611991,2026-08-02 09:10:00+00:00,Medium,2,3,4,2,1,4,1,3,4,4,4,4,4,4,1,1,0,2,3,0,3,2.4285714285714284,3.857142857142857,1.4285714285714286,1.4285714285714288
CSE2611992,2026-08-02 09:11:00+00:00,Medium,3,2,2,5,4,2,4,4,4,3,3,5,4,5,1,2,1,0,1,2,1,3.142857142857143,4.0,1.1428571428571428,0.8571428571428572
CSE2611993,2026-08-02 09:12:00+00:00,Medium,3,4,2,3,4,2,1,3,4,4,3,3,4,4,0,0,2,0,0,2,3,2.7142857142857144,3.5714285714285716,1.0,0.8571428571428572
CSE2611994,2026-08-02 09:13:00+00:00,Medium,3,3,4,2,2,2,4,4,4,4,4,5,5,3,1,1,0,2,3,3,0,2.857142857142857,4.142857142857143,1.4285714285714286,1.285714285714286
CSE2611995,2026-08-02 09:14:00+00:00,Medium,4,2,4,1,4,3,1,4,4,4,4,3,4,5,0,2,0,3,0,1,4,2.7142857142857144,4.0,1.4285714285714286,1.2857142857142856
CSE2611996,2026-08-02 09:15:00+00:00,High,5,2,2,3,2,1,4,4,5,5,4,5,4,4,0,3,3,1,3,3,0,2.7142857142857144,4.428571428571429,1.8571428571428572,1.7142857142857144
CSE2611997,2026-08-02 09:16:00+00:00,Low,3,4,4,3,3,4,4,4,4,3,4,4,3,5,1,0,0,1,1,0,1,3.5714285714285716,3.857142857142857,0.5714285714285714,0.2857142857142856
CSE2611998,2026-08-02 09:17:00+00:00,Medium,3,2,4,3,3,4,4,5,4,5,4,4,3,5,2,2,1,1,1,0,1,3.2857142857142856,4.285714285714286,1.1428571428571428,1.0
CSE2611999,2026-08-02 09:18:00+00:00,High,3,2,4,5,2,3,2,5,5,5,5,3,5,5,2,3,1,0,1,2,3,3.0,4.714285714285714,1.7142857142857142,1.7142857142857144
CSE2612000,2026-08-02 09:19:00+00:00,High,2,2,4,4,2,2,3,4,5,5,4,5,5,4,2,3,1,0,3,3,1,2.7142857142857144,4.571428571428571,1.8571428571428572,1.8571428571428568
CSE2612001,2026-08-02 09:20:00+00:00,Medium,2,4,3,2,3,4,4,4,4,3,4,4,3,5,2,0,0,2,1,0,1,3.142857142857143,3.857142857142857,0.8571428571428571,0.7142857142857144
CSE2612002,2026-08-02 09:21:00+00:00,Medium,5,4,3,1,3,3,4,4,4,5,4,4,5,4,0,0,2,3,1,2,0,3.2857142857142856,4.285714285714286,1.1428571428571428,1.0
CSE2612003,2026-08-02 09:22:00+00:00,Medium,4,2,1,3,2,4,3,4,5,4,4,4,3,4,0,3,3,1,2,0,1,2.7142857142857144,4.0,1.4285714285714286,1.2857142857142856
CSE2612004,2026-08-02 09:23:00+00:00,Low,3,3,4,4,3,4,3,4,3,3,4,4,4,4,1,0,0,0,1,0,1,3.4285714285714284,3.7142857142857144,0.42857142857142855,0.28571428571428603
CSE2612005,2026-08-02 09:24:00+00:00,Low,5,4,3,4,3,2,5,4,3,4,4,4,5,4,0,0,1,0,1,3,0,3.7142857142857144,4.0,0.7142857142857143,0.2857142857142856
CSE2612006,2026-08-02 09:25:00+00:00,High,2,2,1,3,1,2,3,4,5,3,4,4,3,5,2,3,2,1,3,1,2,2.0,4.0,2.0,2.0
CSE2612007,2026-08-02 09:26:00+00:00,Medium,3,2,3,3,5,4,4,5,4,5,5,4,4,4,2,2,2,2,0,0,0,3.4285714285714284,4.428571428571429,1.1428571428571428,1.0000000000000004
CSE2612008,2026-08-02 09:27:00+00:00,Medium,5,4,3,3,3,3,3,4,5,5,5,5,4,4,0,1,2,2,2,1,1,3.4285714285714284,4.571428571428571,1.2857142857142858,1.1428571428571428
CSE2612009,2026-08-02 09:28:00+00:00,Low,5,5,3,3,3,3,4,3,4,4,4,5,3,4,0,0,1,1,2,0,0,3.7142857142857144,3.857142857142857,0.5714285714285714,0.1428571428571428
CSE2612010,2026-08-02 09:29:00+00:00,High,2,2,4,3,1,2,3,4,4,5,5,5,4,4,2,2,1,2,4,2,1,2.4285714285714284,4.428571428571429,2.0,2.0000000000000004
CSE2612011,2026-08-02 09:30:00+00:00,Medium,3,3,3,3,4,3,4,4,3,4,5,4,5,4,1,0,1,2,0,2,0,3.2857142857142856,4.142857142857143,0.8571428571428571,0.8571428571428577
CSE2612012,2026-08-02 09:31:00+00:00,Medium,5,2,2,3,5,3,3,4,4,5,3,4,3,5,0,2,3,0,0,0,2,3.2857142857142856,4.0,1.0,0.7142857142857144
CSE2612013,2026-08-02 09:32:00+00:00,Medium,3,3,2,4,5,3,2,5,4,5,4,4,4,3,2,1,3,0,0,1,1,3.142857142857143,4.142857142857143,1.1428571428571428,1.0000000000000004
CSE2612014,2026-08-02 09:33:00+00:00,Medium,3,5,1,3,1,3,4,5,5,4,4,5,3,4,2,0,3,1,4,0,0,2.857142857142857,4.285714285714286,1.4285714285714286,1.4285714285714284
CSE2612015,2026-08-02 09:34:00+00:00,Medium,1,4,5,3,4,4,3,5,4,4,5,4,4,4,4,0,0,2,0,0,1,3.4285714285714284,4.285714285714286,1.0,0.8571428571428572
CSE2612016,2026-08-02 09:35:00+00:00,Medium,4,3,4,2,5,3,2,4,5,4,5,4,4,4,0,2,0,3,0,1,2,3.2857142857142856,4.285714285714286,1.1428571428571428,1.0
CSE2612017,2026-08-02 09:36:00+00:00,Low,2,4,3,5,4,4,3,4,4,3,5,4,3,4,2,0,0,0,0,0,1,3.5714285714285716,3.857142857142857,0.42857142857142855,0.2857142857142856
CSE2612018,2026-08-02 09:37:00+00:00,High,2,2,4,1,3,2,3,4,5,4,5,4,3,5,2,3,0,4,1,1,2,2.4285714285714284,4.285714285714286,1.8571428571428572,1.8571428571428572
CSE2612019,2026-08-02 09:38:00+00:00,High,2,1,4,2,4,1,5,5,5,5,5,4,4,3,3,4,1,3,0,3,0,2.7142857142857144,4.428571428571429,2.0,1.7142857142857144
CSE2612020,2026-08-02 09:39:00+00:00,Medium,3,5,4,5,2,3,2,4,4,4,5,4,5,4,1,0,0,0,2,2,2,3.4285714285714284,4.285714285714286,1.0,0.8571428571428572
CSE2612021,2026-08-02 09:40:00+00:00,Medium,4,3,5,2,3,4,3,5,3,4,4,5,3,5,1,0,0,2,2,0,2,3.4285714285714284,4.142857142857143,1.0,0.7142857142857149
CSE2612022,2026-08-02 09:41:00+00:00,Medium,3,3,4,3,4,5,3,4,5,5,5,4,4,5,1,2,1,2,0,0,2,3.5714285714285716,4.571428571428571,1.1428571428571428,0.9999999999999996
CSE2612023,2026-08-02 09:42:00+00:00,High,3,3,2,2,2,3,3,4,5,5,5,3,5,4,1,2,3,3,1,2,1,2.5714285714285716,4.428571428571429,1.8571428571428572,1.8571428571428572
CSE2612024,2026-08-02 09:43:00+00:00,Medium,2,2,3,3,3,5,3,3,5,4,5,3,4,4,1,3,1,2,0,0,1,3.0,4.0,1.1428571428571428,1.0
CSE2612025,2026-08-02 09:44:00+00:00,High,2,4,4,2,3,1,3,4,5,3,4,4,4,5,2,1,0,2,1,3,2,2.7142857142857144,4.142857142857143,1.5714285714285714,1.4285714285714288
CSE2612026,2026-08-02 09:45:00+00:00,Medium,3,4,2,2,3,4,3,4,5,4,4,4,3,4,1,1,2,2,1,0,1,3.0,4.0,1.1428571428571428,1.0
CSE2612027,2026-08-02 09:46:00+00:00,High,3,2,3,3,1,3,5,4,4,5,5,4,4,4,1,2,2,2,3,1,0,2.857142857142857,4.285714285714286,1.5714285714285714,1.4285714285714284
CSE2612028,2026-08-02 09:47:00+00:00,Low,4,4,4,4,4,3,2,4,4,4,5,4,4,5,0,0,0,1,0,1,3,3.5714285714285716,4.285714285714286,0.7142857142857143,0.714285714285714
CSE2612029,2026-08-02 09:48:00+00:00,Medium,4,5,2,2,4,4,2,4,5,5,5,5,4,4,0,0,3,3,1,0,2,3.2857142857142856,4.571428571428571,1.2857142857142858,1.2857142857142856
CSE2612030,2026-08-02 09:49:00+00:00,Low,3,4,4,4,4,3,3,5,4,4,4,5,3,3,2,0,0,0,1,0,0,3.5714285714285716,4.0,0.42857142857142855,0.4285714285714284
CSE2612031,2026-08-02 09:50:00+00:00,Medium,4,3,3,1,3,3,5,3,4,5,5,5,3,3,0,1,2,4,2,0,0,3.142857142857143,4.0,1.2857142857142858,0.8571428571428572
CSE2612032,2026-08-02 09:51:00+00:00,Medium,4,1,4,4,3,3,3,4,4,5,4,5,5,5,0,3,1,0,2,2,2,3.142857142857143,4.571428571428571,1.4285714285714286,1.4285714285714284
CSE2612033,2026-08-02 09:52:00+00:00,Medium,5,1,3,2,4,5,3,4,4,4,5,4,3,5,0,3,1,3,0,0,2,3.2857142857142856,4.142857142857143,1.2857142857142858,0.8571428571428577
CSE2612034,2026-08-02 09:53:00+00:00,Medium,3,1,3,3,4,3,3,4,5,3,5,4,3,3,1,4,0,2,0,0,0,2.857142857142857,3.857142857142857,1.0,1.0
CSE2612035,2026-08-02 09:54:00+00:00,High,2,1,3,4,3,3,1,4,4,5,4,5,4,5,2,3,2,0,2,1,4,2.4285714285714284,4.428571428571429,2.0,2.0000000000000004
CSE2612036,2026-08-02 09:55:00+00:00,Low,3,3,3,2,4,4,4,5,3,5,3,4,4,3,2,0,2,1,0,0,0,3.2857142857142856,3.857142857142857,0.7142857142857143,0.5714285714285716
CSE2612037,2026-08-02 09:56:00+00:00,High,3,4,3,3,3,3,1,4,4,4,5,5,5,4,1,0,1,2,2,2,3,2.857142857142857,4.428571428571429,1.5714285714285714,1.5714285714285716
CSE2612038,2026-08-02 09:57:00+00:00,Medium,2,4,3,3,2,4,4,4,5,4,5,4,3,3,2,1,1,2,2,0,0,3.142857142857143,4.0,1.1428571428571428,0.8571428571428572
CSE2612039,2026-08-02 09:58:00+00:00,High,1,2,3,3,2,1,3,4,5,5,5,4,4,5,3,3,2,2,2,3,2,2.142857142857143,4.571428571428571,2.4285714285714284,2.4285714285714284
CSE2612040,2026-08-02 09:59:00+00:00,Medium,3,3,3,2,3,5,3,3,4,4,5,5,4,5,0,1,1,3,2,0,2,3.142857142857143,4.285714285714286,1.2857142857142858,1.1428571428571428
CSE2612041,2026-08-02 10:00:00+00:00,High,4,3,1,3,4,1,2,4,4,5,4,4,5,4,0,1,4,1,0,4,2,2.5714285714285716,4.285714285714286,1.7142857142857142,1.714285714285714
CSE2612042,2026-08-02 10:01:00+00:00,High,4,1,1,3,3,4,2,5,5,4,3,4,4,4,1,4,3,0,1,0,2,2.5714285714285716,4.142857142857143,1.5714285714285714,1.5714285714285716
CSE2612043,2026-08-02 10:02:00+00:00,Medium,3,5,2,3,2,4,5,4,4,5,4,4,4,4,1,0,3,1,2,0,0,3.4285714285714284,4.142857142857143,1.0,0.7142857142857149
CSE2612044,2026-08-02 10:03:00+00:00,Low,3,4,4,5,3,5,4,3,3,3,4,4,4,4,0,0,0,0,1,0,0,4.0,3.5714285714285716,0.14285714285714285,-0.4285714285714284
CSE2612045,2026-08-02 10:04:00+00:00,Low,4,3,5,4,4,3,3,4,4,4,4,5,4,4,0,1,0,0,1,1,1,3.7142857142857144,4.142857142857143,0.5714285714285714,0.4285714285714288
CSE2612046,2026-08-02 10:05:00+00:00,Medium,3,2,4,4,4,2,1,4,5,4,3,5,4,4,1,3,0,0,1,2,3,2.857142857142857,4.142857142857143,1.4285714285714286,1.285714285714286
CSE2612047,2026-08-02 10:06:00+00:00,Medium,3,3,1,4,5,4,3,4,4,4,5,4,4,4,1,1,3,1,0,0,1,3.2857142857142856,4.142857142857143,1.0,0.8571428571428577
CSE2612048,2026-08-02 10:07:00+00:00,Medium,3,4,4,3,4,3,2,4,4,4,4,4,4,5,1,0,0,1,0,1,3,3.2857142857142856,4.142857142857143,0.8571428571428571,0.8571428571428577
CSE2612049,2026-08-02 10:08:00+00:00,Medium,1,1,4,5,4,5,3,4,4,4,4,4,4,4,3,3,0,0,0,0,1,3.2857142857142856,4.0,1.0,0.7142857142857144
CSE2612050,2026-08-02 10:09:00+00:00,Low,2,2,3,5,3,5,4,3,5,4,4,3,5,4,1,3,1,0,0,0,0,3.4285714285714284,4.0,0.7142857142857143,0.5714285714285716
CSE2612051,2026-08-02 10:10:00+00:00,Medium,3,3,2,2,4,3,1,4,3,4,3,4,4,5,1,0,2,1,0,1,4,2.5714285714285716,3.857142857142857,1.2857142857142858,1.2857142857142856
CSE2612052,2026-08-02 10:11:00+00:00,Medium,2,4,4,3,3,3,4,5,3,3,4,5,3,4,3,0,0,1,2,0,0,3.2857142857142856,3.857142857142857,0.8571428571428571,0.5714285714285716
